,链接,图片,书名,评分,热评,价格,出版日期,出版社,作者
228,https://book.douban.com/subject/10738023/,https://img9.doubanio.com/view/subject/s/public/s9110246.jpg,了不起的盖茨比,8.7,, 25.00元, 2012-5 , 南海出版公司 ,[美] 斯科特·菲茨杰拉德 / 邓若虚 
229,https://book.douban.com/subject/1064275/,https://img3.doubanio.com/view/subject/s/public/s1050021.jpg,老人与海,8.4,正是悲壮赋予生活以意义, 8.20元, 1999-10 , 上海译文出版社 ,海明威 / 吴劳 
230,https://book.douban.com/subject/1043815/,https://img3.doubanio.com/view/subject/s/public/s1146040.jpg,骆驼祥子,8.4,旧中国老北京贫苦市民的典型命运, 12.00, 2000-3-1 , 人民文学出版社 ,老舍 
231,https://book.douban.com/subject/4836682/,https://img3.doubanio.com/view/subject/s/public/s4425090.jpg,告白,8.5,, 26.00元, 2010年6月 , 哈尔滨出版社 ,[日]凑佳苗 / 丁世佳 
232,https://book.douban.com/subject/1012307/,https://img1.doubanio.com/view/subject/s/public/s2522397.jpg,"规训与惩罚

                
                   : 监狱的诞生",9.2,伴随着惩罚的人性化，自由反而日益丧失了, 21.80元, 2003-1 , 生活·读书·新知三联书店 ,[法] 米歇尔·福柯 / 刘北成 
233,https://book.douban.com/subject/1077528/,https://img9.doubanio.com/view/subject/s/public/s8879166.jpg,通往奴役之路,8.8,古典自由主义杰作, 16.00, 1997-08-01 , 中国社会科学出版社 ,弗里德利希・冯・哈耶克 / 王明毅 
234,https://book.douban.com/subject/1091203/,https://img1.doubanio.com/view/subject/s/public/s24399718.jpg,少年凯歌,9.2,, 10.00元, 2001-6 , 人民文学出版社 ,陈凯歌 
235,https://book.douban.com/subject/1692648/,https://img9.doubanio.com/view/subject/s/public/s9018034.jpg,一个人的村庄,8.9,他是真正的作家，也是真正的农民, 28.00元, 2006-1 , 春风文艺出版社 ,刘亮程 
236,https://book.douban.com/subject/1037602/,https://img9.doubanio.com/view/subject/s/public/s1027286.jpg,"别闹了，费曼先生

                
                   : 科学顽童的故事",8.9,科学顽童的故事, 22.00, 1997-12 , 生活·读书·新知三联书店 ,[美] 理查德·费曼 / 吴程远 
237,https://book.douban.com/subject/26923390/,https://img9.doubanio.com/view/subject/s/public/s29179365.jpg,"长夜难明

                
                   : 推理之王3",8.5,, 42.00元, 2017-1 , 云南人民出版社 ,紫金陈 
238,https://book.douban.com/subject/1004088/,https://img1.doubanio.com/view/subject/s/public/s1290828.jpg,长袜子皮皮,9.0,, 17.80元, 1999-3 , 中国少年儿童出版社 ,[瑞典] 阿斯特丽德·林格伦 / 李之义 
239,https://book.douban.com/subject/1008189/,https://img1.doubanio.com/view/subject/s/public/s1562997.jpg,西方哲学史（上卷）,8.9,西方哲学史及其与从古代到现代的政治、社会情况的联系, 25.00, 1963-9 , 商务印书馆 ,[英] 罗素 / 何兆武 
240,https://book.douban.com/subject/1085470/,https://img9.doubanio.com/view/subject/s/public/s1817666.jpg,海底两万里,8.5,你听说过鹦鹉螺号吗？, 19.50元, 2002-9 , 译林出版社 ,[法国] 儒尔·凡尔纳 / 沈国华 
241,https://book.douban.com/subject/1144185/,https://img2.doubanio.com/view/subject/s/public/s24503563.jpg,"美国宪政历程

                
                   : 影响美国的25个司法大案",9.1,25个案例异彩纷呈，美国宪政的酸甜苦辣尽在其中, 35.00元, 2014-1 , 中国法制出版社 ,任东来 
242,https://book.douban.com/subject/2328458/,https://img2.doubanio.com/view/subject/s/public/s2783843.jpg,社会性动物,9.1,美国社会心理学的《圣经》, 45.00元, 2007-12 , 华东师范大学出版社 ,Elliot Aronson / 邢占军 
243,https://book.douban.com/subject/1264579/,https://img1.doubanio.com/view/subject/s/public/s2508587.jpg,欢乐英雄,8.8,坚持自己的信念，在贫穷中获得欢乐与友谊, 28.00元, 2005-8 , 珠海出版社 ,古龙 
244,https://book.douban.com/subject/2340609/,https://img2.doubanio.com/view/subject/s/public/s2798862.jpg,2001太空漫游,9.1,科幻三巨头之一阿瑟·克拉克代表作, 28.00元, 2007-11 , 上海人民出版社 ,[英] 阿瑟·克拉克 / 郝明义 
245,https://book.douban.com/subject/6781794/,https://img1.doubanio.com/view/subject/s/public/s24422879.jpg,过于喧嚣的孤独,8.8,我为它而活着，并为写它推迟了我的死亡, 22.00元, 2011-10 , 北京十月文艺出版社 ,(捷克) 赫拉巴尔 / 杨乐云 
246,https://book.douban.com/subject/1080309/,https://img2.doubanio.com/view/subject/s/public/s9140762.jpg,尘埃落定,8.5,一个傻子的土司家族传奇, 22.0, 1998-3-1 , 人民文学出版社 ,阿来 
247,https://book.douban.com/subject/27611824/,https://img3.doubanio.com/view/subject/s/public/s29707420.jpg,如父如子,8.9,, 49.80, 2018-4 , 湖南文艺出版社 ,[日] 是枝裕和 / 丹勇 
248,https://book.douban.com/subject/6401128/,https://img1.doubanio.com/view/subject/s/public/s6643899.jpg,"批评官员的尺度

                
                   : 《纽约时报》诉警察局长沙利文案",8.9,新闻自由史上的里程碑案件：《纽约时报》诉沙利文案, 32.00元, 2011-7 , 北京大学出版社 ,[美] 安东尼·刘易斯 / 何帆 
249,https://book.douban.com/subject/6789551/,https://img2.doubanio.com/view/subject/s/public/s8972083.jpg,不存在的骑士,8.9,, 22.00元, 2012-4 , 译林出版社 ,[意] 伊塔洛·卡尔维诺 / 吴正仪 
